date,DJIA,DJIA_return,Nasdaq_Composite_Index,Nasdaq_Composite_Index_return,S_P500,S_P500_return,Nasdaq_100,Nasdaq_100_return,HSI,HSI_return,SH,SH_return,BTC,BTC_return
13th week of 2009,8017.59,4.024892767,1621.87,9.929938898,842.5,5.534124629,,,14545.69,0.1974461163,2419.78,0.232471547,,
14th week of 2009,8083.38,3.983995556,1652.54,9.727086788,856.56,5.426870272,,,14901.41,0.1688612017,2444.23,0.2201429489,,
15th week of 2009,8131.33,3.954605212,1673.07,9.595456257,869.6,5.33049678,,,15601.27,0.1164270601,2503.94,0.1910469101,,
16th week of 2009,8076.29,3.988370898,1694.29,9.46275431,866.23,5.355125082,,,15258.85,0.1414805179,2448.59,0.2179703421,,
17th week of 2009,8212.41,3.905689073,1719.2,9.311156352,877.52,5.273361291,,,15520.99,0.1222016121,2477.57,0.20372381,,
18th week of 2009,8574.65,3.698446001,1739,9.193755032,929.23,4.924259871,,,17389.87,0.001599206895,2625.65,0.1358368404,,
19th week of 2009,8268.64,3.87232846,1680.14,9.550870761,882.88,5.235275462,,,16790.7,0.03734090896,2645.26,0.1274165866,,
20th week of 2009,8277.32,3.8672191,1692.01,9.476852974,887,5.206313416,,,17062.52,0.0208152137,2597.6,0.1481020942,,
21th week of 2009,8500.33,3.739525407,1774.33,8.990779618,919.14,4.98929434,,,18171,-0.04145726707,2632.93,0.1326962737,,
22th week of 2009,8763.13,3.59739043,1849.42,8.585134799,940.09,4.855822315,,,18679.53,-0.06755255619,2753.89,0.08294448943,,
23th week of 2009,8799.26,3.57851342,1858.8,8.536765655,946.21,4.81794739,,,18889.68,-0.07792614803,2743.76,0.08694273552,,
24th week of 2009,8539.73,3.717658521,1827.47,8.700263205,921.23,4.975706393,,,17920.93,-0.02808168996,2880.49,0.03534815257,,
25th week of 2009,8438.39,3.774314769,1838.22,8.643535594,918.9,4.990858635,,,18600.26,-0.06357868116,2928.21,0.01847545087,,
26th week of 2009,8280.74,3.865208906,1796.52,8.867376929,896.42,5.141094576,,,18203.4,-0.04316336509,3088.37,-0.03434174014,,
27th week of 2009,8146.52,3.945366856,1756.03,9.094895873,879.13,5.261872533,,,17708.42,-0.01641817847,3113.93,-0.04226813063,,
28th week of 2009,8743.94,3.607480152,1886.61,8.396186811,940.38,4.854016461,,,18805.66,-0.07380650294,3189.74,-0.06503037865,,
29th week of 2009,9093.24,3.430492322,1965.96,8.01693829,979.26,4.621591814,,,19982.79,-0.1283659589,3372.6,-0.1157237739,,
30th week of 2009,9171.61,3.392634445,1978.5,7.959787718,987.48,4.574796452,,,20573.33,-0.1533854753,3412.06,-0.1259503057,,
31th week of 2009,9370.07,3.299597548,2000.25,7.862362205,1010.48,4.447905946,,,20375.37,-0.1451600634,3260.69,-0.08537456796,,
32th week of 2009,9321.4,3.322047117,1985.52,7.928109513,1004.09,4.482576263,,,20893.33,-0.1663521325,3046.97,-0.02122108193,,
33th week of 2009,9505.96,3.23813376,2020.9,7.771804641,1026.13,4.364817323,,,20199.02,-0.1376967793,2960.77,0.007275134509,,
34th week of 2009,9544.2,3.221153161,2028.77,7.737777077,1028.93,4.350218188,,,20098.62,-0.1333892576,2860.69,0.0425142186,,
35th week of 2009,9441.27,3.267172743,2018.78,7.781016257,1016.4,4.416174734,,,20318.62,-0.1427724914,2861.61,0.04217905305,,
36th week of 2009,9605.41,3.194254071,2080.9,7.518881253,1042.73,4.279410777,,,21161.42,-0.1769134585,2989.79,-0.002501847956,,
37th week of 2009,9820.2,3.102516242,2132.86,7.311347205,1068.3,4.153046897,,,21623.45,-0.1945004151,2962.67,0.006629155458,,
38th week of 2009,9665.19,3.168312263,2090.92,7.478057506,1044.38,4.271069917,,,21024.4,-0.1715492475,2838.84,0.05053824802,,
39th week of 2009,9487.67,3.246303887,2048.11,7.655267539,1025.21,4.369631588,,,20375.49,-0.1451650979,2779.43,0.07299338354,,
40th week of 2009,9864.94,3.083910292,2139.28,7.286404772,1071.49,4.137705438,,,21499.44,-0.1898542474,2911.72,0.02424340252,,
41th week of 2009,9995.91,3.030401434,2156.8,7.219093101,1087.68,4.061231244,,,21929.9,-0.2057565242,2976.63,0.001908198197,,
42th week of 2009,9972.18,3.039992258,2154.47,7.227981824,1079.6,4.099110782,,,22589.73,-0.2289558131,3107.85,-0.04039448493,,
43th week of 2009,9712.73,3.147910011,2045.11,7.66796407,1036.19,4.312732221,,,21752.87,-0.199292783,2995.85,-0.004519585427,,
44th week of 2009,10023.42,3.019339706,2112.44,7.391689231,1069.3,4.148227813,,,21829.72,-0.2021116166,3164.04,-0.05743606276,,
45th week of 2009,10270.47,2.922656899,2167.88,7.177085448,1093.48,4.034385631,,,22553.63,-0.2277216572,3187.65,-0.06441736075,,
46th week of 2009,10318.16,2.904526582,2146.04,7.260302697,1091.38,4.044072642,,,22455.84,-0.2243585633,3308.35,-0.09855063702,,
47th week of 2009,10309.92,2.907647198,2138.44,7.289659752,1091.49,4.043564302,,,21134.5,-0.1758650548,3096.27,-0.03680557574,,
48th week of 2009,10388.9,2.877939917,2194.35,7.078446921,1105.98,3.97748603,,,22498.15,-0.2258172339,3317.04,-0.1009122591,,
49th week of 2009,10471.5,2.847350427,2190.31,7.093347517,1106.41,3.975551559,,,21902.11,-0.2047487662,3247.32,-0.08160883436,,
50th week of 2009,10328.89,2.900470428,2211.69,7.015110617,1102.47,3.993333152,,,21175.88,-0.1774755052,3113.89,-0.04225582792,,
51th week of 2009,10520.1,2.829576715,2285.69,6.755618653,1126.48,3.886904339,,,21517,-0.1905154064,3141.35,-0.05062791475,,
52th week of 2009,10428.05,2.863380977,2269.15,6.812149924,1115.1,3.936776971,,,21872.5,-0.2036721911,3277.14,-0.08996564077,,
01th week of 2010,10618.19,2.794199388,2317.17,6.650254405,1144.98,3.807944244,,,22296.75,-0.2188242681,3196,-0.06686170213,,
02th week of 2010,10609.65,2.797253444,2287.99,6.747822324,1136.03,3.845822734,,,21654.16,-0.1956427772,3224.15,-0.07500891708,,
03th week of 2010,10172.98,2.960248619,2205.29,7.038371371,1091.76,4.042316993,,,20726.18,-0.1596290296,3128.59,-0.04675588684,,
04th week of 2010,10067.33,3.001808821,2147.35,7.255263464,1073.869,4.126323602,,,20121.99,-0.1343957531,2989.29,-0.002335002626,,
05th week of 2010,10012.23,3.023831854,2141.12,7.279283739,1066.19,4.163244825,,,19665.08,-0.1142837965,2939.4,0.01459821732,,
06th week of 2010,10099.14,2.989204031,2183.53,7.118477878,1075.51,4.11850192,,,20268.69,-0.1406607926,3018.13,-0.01186827605,,
07th week of 2010,10402.35,2.872925829,2243.87,6.900163557,1109.17,3.963170659,,,19894.02,-0.1244766015,,#DIV/0!,,
08th week of 2010,10325.26,2.901841697,2238.26,6.919964615,1104.49,3.984200853,,,20608.7,-0.1548384905,3051.94,-0.02281499636,,
09th week of 2010,10566.2,2.812868392,2326.35,6.620065768,1138.7,3.83446035,,,20787.97,-0.1621269417,3031.07,-0.01608672845,,
10th week of 2010,10624.69,2.791878163,2367.66,6.487113859,1149.99,3.786998148,,,21209.74,-0.1787886132,3013.41,-0.01032053388,,
11th week of 2010,10741.98,2.750475238,2374.41,6.465829406,1159.9,3.746098802,,,21370.82,-0.1849783958,3067.75,-0.02785103089,,
12th week of 2010,10850.36,2.713013209,2395.13,6.401243356,1166.59,3.718881527,,,21053.11,-0.1726790009,3059.72,-0.02529970063,,
13th week of 2010,10927.07,2.686947187,2402.58,6.378293335,1178.1,3.672778202,,,21537,-0.1912671217,3157.96,-0.05562135049,,
14th week of 2010,10997.35,2.66338527,2454.05,6.223544753,1194.369,3.609128335,,,22208.5,-0.2157201072,3145.35,-0.05183524886,,
15th week of 2010,11018.66,2.656300312,2481.26,6.144329897,1192.13,3.617784973,,,21865.26,-0.203408512,3130.3,-0.04727661885,,
16th week of 2010,11204.28,2.595726812,2530.15,6.00628026,1217.28,3.52237776,,,21244.49,-0.1801318836,2983.54,-0.0004122619439,,
17th week of 2010,11008.61,2.659638229,2461.19,6.202588992,1186.69,3.638953728,,,21108.59,-0.1748534601,2870.61,0.03891159022,,
18th week of 2010,10380.43,2.881104155,2265.64,6.82425275,1110.88,3.95553075,,,19920.29,-0.1256312032,2688.38,0.109333502,,
19th week of 2010,10620.16,2.793495578,2346.85,6.553503633,1135.68,3.847316145,,,20145.43,-0.1354029177,2696.63,0.1059396358,,
20th week of 2010,10193.39,2.952319101,2229.04,6.952724043,1087.69,4.061184713,,,19545.83,-0.1088800015,2583.52,0.1543591689,,
21th week of 2010,10136.63,2.974450088,2257.04,6.854065502,1089.41,4.053193931,,,19766.71,-0.1188376821,2655.77,0.1229549246,,
22th week of 2010,9931.97,3.056348338,2219.17,6.988094648,1064.88,4.169596574,,,19780.07,-0.1194328433,2553.59,0.1678891286,,
23th week of 2010,10211.07,2.945475841,2243.6,6.901114281,1091.6,4.043056064,,,19872.38,-0.1235232015,2569.94,0.160458999,,
24th week of 2010,10450.64,2.855029931,2309.8,6.674664473,1117.51,3.926130415,,,20286.71,-0.1414241146,2513.22,0.1866490001,,
25th week of 2010,10143.81,2.97163689,2223.48,6.972610502,1076,4.116171004,,,20690.79,-0.1581916399,2552.82,0.1682413958,,
26th week of 2010,9686.48,3.159150693,2091.79,7.474531382,1022.58,4.383441882,,,19905.32,-0.1249736251,2382.9,0.251546435,,
27th week of 2010,10198.03,2.950520836,2196.45,7.070723212,1077.96,4.106868529,,,20378.66,-0.1452980716,2470.92,0.2069633982,,
28th week of 2010,10097.9,2.989693897,2179.05,7.135168996,1064.88,4.169596574,,,20250.16,-0.1398744504,2424.27,0.2301888816,,
29th week of 2010,10424.62,2.864652141,2269.47,6.811048395,1102.66,3.992472748,,,20815.33,-0.1632282553,2572.03,0.1595160243,,
30th week of 2010,10465.94,2.849394321,2254.7,6.862216703,1101.6,3.997276688,,,21029.81,-0.1717623697,2637.5,0.1307336493,,
31th week of 2010,10653.56,2.781602582,2288.47,6.746197241,1121.64,3.907991869,,,21678.8,-0.196557005,2658.39,0.1218481863,,
32th week of 2010,10303.15,2.910214837,2173.48,7.156017079,1079.25,4.10076442,,,21071.57,-0.1734037853,2606.7,0.1440940653,,
33th week of 2010,10213.62,2.944490788,2179.76,7.132519176,1071.69,4.136746634,,,20981.82,-0.1698680095,2642.31,0.1286752879,,
34th week of 2010,10150.65,2.968960608,2153.63,7.231191059,1064.59,4.1710048,,,20597.35,-0.1543727713,2610.74,0.1423236324,,
35th week of 2010,10447.93,2.856029855,2233.75,6.935955232,1104.51,3.984110601,,,20971.5,-0.1694595046,2655.39,0.1231156252,,
36th week of 2010,10462.77,2.850560607,2242.48,6.905060469,1109.55,3.961470867,,,21257.39,-0.1806294188,2663.21,0.1198178138,,
37th week of 2010,10607.85,2.797897783,2315.61,6.655408294,1125.59,3.890768397,,,21970.86,-0.2072372224,2598.69,0.1476205319,,
38th week of 2010,10860.26,2.709628499,2381.22,6.444478041,1148.67,3.792499151,,,22119.43,-0.2125619874,2591.55,0.1507823503,,
39th week of 2010,10829.68,2.720103456,2370.75,6.477355267,1146.24,3.802659129,,,22358.17,-0.2209702315,2655.66,0.1230014384,,
40th week of 2010,11006.48,2.66034645,2401.91,6.38035147,1165.15,3.724713556,,,22944.18,-0.2408671829,2738.74,0.08893505773,,
41th week of 2010,11062.78,2.641718447,2468.77,6.180474487,1176.19,3.680366267,,,23757.63,-0.266859531,2971.16,0.003752743036,,
42th week of 2010,11132.56,2.618891791,2479.39,6.149718277,1183.08,3.653108835,,,23517.54,-0.2593749176,2975.04,0.002443664623,,
43th week of 2010,11118.4,2.623500684,2507.41,6.06982105,1183.26,3.652400994,,,23096.32,-0.24586774,2978.84,0.001164882975,,
44th week of 2010,11444.08,2.520381717,2578.98,5.873624456,1225.85,3.490761512,,,24876.82,-0.2998429864,3129.5,-0.04703307238,,
45th week of 2010,11192.58,2.599485552,2518.21,6.03950028,1199.21,3.590522094,,,24222.58,-0.280932089,2985.44,-0.001048421673,,
46th week of 2010,11203.55,2.595961102,2518.12,6.039751878,1199.73,3.58853242,,,23605.71,-0.2621412362,2888.57,0.03245204374,,
47th week of 2010,11092,2.632124955,2534.56,5.994089704,1189.4,3.628384059,,,22877.25,-0.2386462534,2871.7,0.03851725459,,
48th week of 2010,11382.09,2.539554686,2591.46,5.840522331,1224.71,3.49494166,,,23320.52,-0.253117855,2842.43,0.04921141418,,
49th week of 2010,11410.32,2.530797559,2637.54,5.721012762,1240.4,3.438084489,,,23162.91,-0.2480357606,2841.04,0.04972474868,,
50th week of 2010,11491.91,2.505729683,2642.97,5.707204395,1243.91,3.425561335,,,22714.85,-0.2332029487,2893.74,0.03060744918,,
51th week of 2010,11573.49,2.481018258,2665.6,5.650262605,1256.77,3.380276423,,,22833.8,-0.2371974879,2835.16,0.0519018327,,
52th week of 2010,11577.51,2.479809562,2652.87,5.6821744,1257.64,3.377246271,,,23035.45,-0.243874984,2808.08,0.06204595311,,
01th week of 2011,11674.76,2.450822972,2703.17,5.557833951,1271.5,3.329532049,,,23686.63,-0.2646619633,2838.8,0.05055305058,,
02th week of 2011,11787.38,2.417852822,2755.3,5.433760389,1293.24,3.256750487,,,24283.23,-0.2827280391,2791.34,0.06841516978,,
03th week of 2011,11871.84,2.393537143,2689.54,5.591067618,1283.35,3.289554681,,,23876.86,-0.2705204956,2715.29,0.09833940389,,
04th week of 2011,11823.7,2.407353874,2686.89,5.597568192,1276.34,3.313114061,,,23617.02,-0.2624945908,2752.75,0.08339297067,,
05th week of 2011,12092.15,2.331709415,2769.3,5.401234969,1310.869,3.199504298,,,23908.96,-0.2714998896,2798.96,0.06550647383,,
06th week of 2011,12273.26,2.282545143,2809.44,5.309777037,1329.15,3.141744724,,,22828.92,-0.2370344283,2827.33,0.05481496677,,
07th week of 2011,12391.25,2.251288611,2833.95,5.255205632,1343.01,3.099001497,,,23595.24,-0.2618138235,2899.79,0.02845723311,,
08th week of 2011,12130.45,2.321190063,2781.05,5.374189605,1319.88,3.170833712,,,23012.37,-0.2431166368,2878.57,0.03603872756,,
09th week of 2011,12169.88,2.310429519,2784.67,5.365903321,1321.15,3.166824358,,,23408.86,-0.2559364275,2942.31,0.01359476058,,
10th week of 2011,12044.4,2.34491797,2715.61,5.527793019,1304.28,3.220719477,,,23249.78,-0.2508453843,2933.8,0.01653486945,,
11th week of 2011,11858.52,2.39734891,2643.67,5.705428438,1279.21,3.303437278,,,22300.23,-0.2189461723,2906.89,0.02594525421,,
12th week of 2011,12220.59,2.296692713,2743.06,5.462468922,1313.8,3.190135485,,,23158.67,-0.2478980874,2977.81,0.001511177678,,
13th week of 2011,12376.72,2.255105553,2789.6,5.354652997,1332.41,3.131611141,,,23801.9,-0.268223125,2967.41,0.005021213786,,
14th week of 2011,12380.05,2.254229991,2780.42,5.375633897,1328.17,3.144800741,,,24396.07,-0.2860456623,3030.02,-0.01574577065,,
15th week of 2011,12341.83,2.264307643,2764.65,5.412001519,1319.68,3.17146581,,,24008.07,-0.2745072803,3050.53,-0.02236332703,,
16th week of 2011,12505.99,2.221458677,2820.16,5.285792295,1337.38,3.11625716,,,24138.31,-0.2784217288,3010.52,-0.009370474204,,
17th week of 2011,12810.54,2.144873674,2873.54,5.169024966,1363.61,3.03707805,,,23720.81,-0.2657215331,2911.51,0.02431727866,,
18th week of 2011,12638.74,2.187622342,2827.56,5.269341765,1340.2,3.107595881,,,23159.14,-0.2479133508,2863.89,0.0413493535,,
19th week of 2011,12595.75,2.198501876,2828.47,5.267324737,1337.77,3.115057147,,,23276.27,-0.2516979739,2871.03,0.03875960892,,
20th week of 2011,12512.04,2.219900991,2803.32,5.323552074,1333.27,3.128946125,,,23199.39,-0.2492181907,2858.46,0.04332752601,,
21th week of 2011,12441.58,2.238136153,2796.86,5.338157791,1331.1,3.135677259,,,23118.07,-0.2465772446,2709.95,0.1005036993,,
22th week of 2011,12151.26,2.315502261,2732.78,5.486779031,1300.16,3.234094265,,,22949.56,-0.2410451442,2728.02,0.093214126,,
23th week of 2011,11951.91,2.370802658,2643.73,5.705276257,1270.98,3.331303404,,,22420.37,-0.2231314648,2705.14,0.1024605011,,
24th week of 2011,12004.36,2.356074793,2616.48,5.775110072,1271.5,3.329532049,,,21695.26,-0.19716657,2642.82,0.128457481,,
25th week of 2011,11934.58,2.375697343,2652.89,5.682124023,1268.45,3.339942449,,,22171.95,-0.214427238,2746.21,0.08597303192,,
26th week of 2011,12582.77,2.201801352,2816.03,5.295011062,1339.67,3.109220928,,,22398.1,-0.2223590394,2759.36,0.08079772121,,
27th week of 2011,12657.2,2.182973327,2859.81,5.198642567,1343.8,3.096591755,,,22726.43,-0.2335936617,2797.77,0.06595967503,,
28th week of 2011,12479.731,2.228237051,2789.8,5.354197434,1316.14,3.182685733,,,21875.38,-0.2037770315,2820.17,0.05749298801,,
29th week of 2011,12681.16,2.176959363,2858.83,5.200767447,1345.02,3.092875942,,,22444.8,-0.2239770459,2770.79,0.07633923899,,
30th week of 2011,12143.24,2.317691983,2756.38,5.431239524,1292.28,3.259912712,,,22440.25,-0.223819699,2701.73,0.1038519763,,
31th week of 2011,11444.61,2.520218688,2532.41,6.000027642,1199.38,3.589871434,,,20946.14,-0.168453949,2626.42,0.1355038417,,
32th week of 2011,11269.02,2.575069527,2507.98,6.06821426,1178.81,3.669963777,,,19620.01,-0.1122491783,2593.17,0.1500634359,,
33th week of 2011,10817.65,2.724240477,2341.84,6.569663171,1123.53,3.899735655,,,19399.92,-0.1021777409,2534.36,0.1767507379,,
34th week of 2011,11284.54,2.570152616,2479.85,6.14839204,1176.8,3.677940177,,,19582.88,-0.1105659637,2612.19,0.1416895402,,
35th week of 2011,11240.26,2.584216913,2480.33,6.147008664,1173.97,3.689216931,,,20212.91,-0.1382893408,2528.28,0.1795805844,,
36th week of 2011,10992.13,2.665124958,2467.99,6.182743852,1154.23,3.769413375,,,19866.63,-0.1232695228,2497.75,0.1939985987,,
37th week of 2011,11509.09,2.500496564,2622.31,5.760047439,1216.01,3.527100928,,,19455.31,-0.1047338747,2482.34,0.2014107656,,
38th week of 2011,10771.48,2.74020376,2483.23,6.138662146,1136.43,3.844117104,,,17668.83,-0.01421429715,2433.16,0.225694159,,
39th week of 2011,10913.38,2.69157218,2415.4,6.339132235,1131.42,3.865567163,,,17592.41,-0.009932124138,2359.22,0.2641084765,,
40th week of 2011,11103.12,2.628487308,2479.35,6.149833626,1155.46,3.764336282,,,17707.01,-0.01633985636,,#DIV/0!,,
41th week of 2011,11644.49,2.45979343,2667.85,5.644653935,1224.58,3.495418837,,,18501.79,-0.05859487109,2431.38,0.226591483,,
42th week of 2011,11808.79,2.411656063,2637.46,5.721216625,1238.25,3.44579043,,,18025.72,-0.033731801,2317.28,0.28698733,,
43th week of 2011,12231.11,2.293857221,2737.15,5.476422556,1285.09,3.283746664,,,20019.24,-0.1299529852,2473.41,0.2057483393,,
44th week of 2011,11983.24,2.361989746,2686.15,5.599385738,1253.23,3.392649394,,,19842.79,-0.1222161803,2528.29,0.1795759189,,
45th week of 2011,12153.68,2.314842089,2678.75,5.617616426,1263.85,3.355738418,,,19137.17,-0.08985079821,2481.08,0.2020208941,,
46th week of 2011,11796.16,2.41530888,2572.5,5.890938776,1215.65,3.528441574,,,18491.23,-0.05805725201,2416.56,0.2341137816,,
47th week of 2011,11231.78,2.586922999,2441.51,6.260646076,1158.67,3.75113708,,,17689.48,-0.01536506443,2380.22,0.2529556091,,
48th week of 2011,12019.42,2.351869724,2626.93,5.748158497,1244.28,3.424245347,,,19040.39,-0.08522461987,2360.66,0.2633373718,,
49th week of 2011,12184.26,2.306522513,2646.85,5.697372348,1255.19,3.385790199,,,18586.23,-0.06287181424,2315.27,0.2881046271,,
50th week of 2011,11866.39,2.395095728,2555.33,5.937240983,1219.66,3.513552957,,,18285.39,-0.04745373219,2224.84,0.3404604376,,
51th week of 2011,12294,2.277007483,2618.64,5.769521584,1265.33,3.350643706,,,18629.17,-0.06503188279,2204.78,0.3526565009,,
52th week of 2011,12217.56,2.297510305,2605.15,5.804575552,1257.6,3.377385496,,,18434.39,-0.0551528963,2199.42,0.355952933,,
01th week of 2012,12359.92,2.259529997,2674.22,5.628826349,1277.81,3.308152229,,,18593.06,-0.06321606019,2163.4,0.3785291671,,
02th week of 2012,12422.06,2.243224554,2710.67,5.539689449,1289.09,3.270454352,,,19204.42,-0.09303795689,2244.58,0.3286717337,,
03th week of 2012,12720.48,2.167139133,2786.7,5.361266014,1315.38,3.185102404,,,20110.37,-0.1338955971,2319.12,0.2859662286,,
04th week of 2012,12660.46,2.182153729,2816.55,5.293848858,1316.33,3.182082001,,,20501.67,-0.1504262823,,#DIV/0!,,
05th week of 2012,12862.23,2.132235234,2905.66,5.100830792,1344.9,3.093241133,,,20756.98,-0.1608760041,2330.41,0.2797361838,,
06th week of 2012,12801.23,2.147160859,2903.88,5.104570437,1342.64,3.100131085,,,20783.86,-0.1619612526,2351.98,0.2679997279,,
07th week of 2012,12949.87,2.111037408,2951.78,5.005508541,1361.23,3.044136553,,,21491.62,-0.1895594655,2357.18,0.2652024877,,
08th week of 2012,12982.95,2.103110618,2963.75,4.98125348,1365.74,3.030781847,,,21406.86,-0.1863505437,2439.63,0.2224435673,,
09th week of 2012,12977.57,2.104397048,2976.19,4.956252793,1369.63,3.019333689,,,21562.26,-0.1922145452,2460.69,0.2119811923,,
10th week of 2012,12922.02,2.117742427,2988.34,4.932035846,1370.869,3.01570099,,,21086,-0.1739694584,2439.46,0.2225287564,,
11th week of 2012,13232.62,2.044561848,3055.26,4.802105222,1404.17,2.920465471,,,21317.85,-0.1829532528,2404.74,0.2401798115,,
12th week of 2012,13080.73,2.0799145,3067.92,4.778162403,1397.11,2.940276714,,,20668.8,-0.1572960211,2349.54,0.2693165471,,
13th week of 2012,13212.04,2.049304271,3091.57,4.733960415,1408.47,2.908496454,,,20555.58,-0.1526544131,2262.79,0.317979132,,
14th week of 2012,13060.14,2.084770148,3080.5,4.754565817,1398.08,2.937542916,,,20593,-0.1541941436,2306.55,0.2929743556,,
