date,DJIA,DJIA_return,Nasdaq_Composite_Index,Nasdaq_Composite_Index_return,S_P500,S_P500_return,Nasdaq_100,Nasdaq_100_return,HSI,HSI_return,SH,SH_return,BTC,BTC_return
51th week of 1987,1999.67,19.14708927,333.2,52.20210084,252.03,20.84263778,,,2379.1,6.321121432,,,,
52th week of 1987,1938.83,19.77929989,330.5,52.63673222,247.08,21.28023312,,,2302.8,6.56369637,,,,
01th week of 1988,1911.31,20.07849067,338.5,51.36909897,243.4,21.61709121,,,2460.69,6.078372326,,,,
02th week of 1988,1956.07,19.59615965,340.1,51.12272861,252.05,20.84090458,,,2429.8,6.168359536,,,,
03th week of 1988,1903.51,20.16486386,337.6,51.50870853,246.5,21.3326572,,,2422.4,6.190257596,,,,
04th week of 1988,1958.22,19.57354638,344.7,50.42715405,257.07,20.41440075,,,2409.69,6.228182878,,,,
05th week of 1988,1910.48,20.08764813,345.8,50.26356275,250.96,20.93576666,,,2292.6,6.597347989,,,,
06th week of 1988,1983.26,19.31379143,353.3,49.17531843,257.63,20.36785312,,,2287.19,6.61531836,,,,
07th week of 1988,2014.59,18.99788046,357.1,48.64138897,261.61,20.04277359,,,2328,6.481821306,,,,
08th week of 1988,2023.21,18.91267837,363.4,47.78079252,262.46,19.9746247,,,2383.9,6.306380301,,,,
09th week of 1988,2057.86,18.57739108,373.4,46.47439743,267.3,19.59483726,,,2472.4,6.044847112,,,,
10th week of 1988,2034.98,18.79750661,375.5,46.20889481,264.94,19.77828942,,,2595.5,5.710722404,,,,
11th week of 1988,2087.37,18.30061752,381.6,45.45424528,271.12,19.30466214,,,2607.6,5.679582758,,,,
12th week of 1988,1978.95,19.3580333,372.5,46.58910067,258.51,20.29511431,,,2501.4,5.963172623,,,,
13th week of 1988,1988.06,19.26474553,374.6,46.32231714,258.89,20.26385724,,,2544,5.846572327,,,,
14th week of 1988,2090.19,18.27457791,381.8,45.42991095,269.43,19.43202316,,,2619.9,5.648223215,,,,
15th week of 1988,2013.93,19.00443412,373.9,46.41091201,259.77,20.19182354,,,2599,5.701685264,,,,
16th week of 1988,2015.09,18.99291843,374,46.39823529,260.14,20.16168217,,,2591.4,5.721339816,,,,
17th week of 1988,2032.33,18.82332102,379.2,45.74825949,261.33,20.06531971,,,2602.9,5.691643936,,,,
18th week of 1988,2007.46,19.06890797,379.4,45.72361624,257.48,20.38030138,,,2571.69,5.772853649,,,,
19th week of 1988,1990.55,19.23939615,372.5,46.58910067,256.78,20.43858556,,,2532.6,5.877390824,,,,
20th week of 1988,1952.59,19.63286711,366,47.4342623,253.02,20.75717335,,,2491.19,5.991710789,,,,
21th week of 1988,1956.44,19.59226452,366.7,47.34180529,253.42,20.72283166,,,2513.69,5.929128095,,,,
22th week of 1988,2071.31,18.45026577,376.9,46.03353675,266.45,19.66053669,,,2568.3,5.781793404,,,,
23th week of 1988,2101.71,18.16892911,386.3,44.88904996,271.26,19.2941827,,,2647.4,5.579164463,,,,
24th week of 1988,2104.02,18.14788358,386.9,44.81788576,270.68,19.3376681,,,2718,5.408270787,,,,
25th week of 1988,2142.96,17.79994494,391.6,44.26797753,273.78,19.10738549,,,2707.6,5.432885212,,,,
26th week of 1988,2131.58,17.90031338,394.7,43.91243983,271.78,19.25535359,,,2684.6,5.487998212,,,,
27th week of 1988,2106.15,18.12851886,394.3,43.95800152,270.02,19.38737871,,,2752.9,5.327029678,,,,
28th week of 1988,2129.45,17.91921858,395,43.87832911,272.05,19.23525087,,,2740.7,5.355193929,,,,
29th week of 1988,2060.99,18.54765913,387.4,44.75875065,263.5,19.89184061,,,2661.8,5.543572019,,,,
30th week of 1988,2128.73,17.92561762,387.3,44.77056545,272.02,19.23748254,,,2678.9,5.501802979,,,,
31th week of 1988,2119.13,18.01135372,387.7,44.72334279,271.15,19.30241564,,,2671.2,5.520545073,,,,
32th week of 1988,2037.52,18.77282677,379,45.77292876,262.55,19.96743477,,,2600.9,5.696789573,,,,
33th week of 1988,2016,18.98389385,377.4,45.97122417,260.24,20.15355057,,,2579.8,5.751562137,,,,
34th week of 1988,2017.43,18.96972881,374.4,46.34759615,259.68,20.19916821,,,2464.8,6.066569296,,,,
35th week of 1988,2054.59,18.60854964,376.5,46.08350598,264.48,19.81442831,,,2449.9,6.109547328,,,,
36th week of 1988,2068.81,18.47376995,381.6,45.45424528,266.84,19.63034028,,,2496.6,5.976560122,,,,
37th week of 1988,2098.15,18.20145366,383.9,45.17593123,270.65,19.33992241,,,2458.8,6.083813242,,,,
38th week of 1988,2090.68,18.27006046,385,45.044,269.76,19.40702847,,,2454.4,6.096512386,,,,
39th week of 1988,2112.91,18.06731948,387.7,44.72334279,271.91,19.24566952,,,2441,6.13546907,,,,
40th week of 1988,2150.25,17.73620742,385.7,44.96043557,278.07,18.79717337,,,2478.9,6.026374602,,,,
41th week of 1988,2133.18,17.88613713,384.6,45.09188768,275.5,18.98185118,,,2593,5.717192441,,,,
42th week of 1988,2183.5,17.45089535,388.6,44.61744725,283.66,18.40703659,,,2581.69,5.746619462,,,,
43th week of 1988,2149.89,17.7393448,382.8,45.30862069,278.53,18.76447779,,,2614.5,5.661954485,,,,
44th week of 1988,2145.8,17.77506291,381,45.52740157,276.31,18.92327458,,,2584.5,5.739284194,,,,
45th week of 1988,2067.03,18.49053957,373.8,46.42359551,267.92,19.54717826,,,2583.69,5.741396994,,,,
46th week of 1988,2062.41,18.53420028,367.6,47.2234494,266.47,19.658986,,,2581.19,5.747926344,,,,
47th week of 1988,2074.68,18.4186718,366.4,47.38138646,267.23,19.60023201,,,2656.1,5.557614548,,,,
48th week of 1988,2092.28,18.25532434,373.9,46.41091201,271.81,19.25311799,,,2667.3,5.530079106,,,,
49th week of 1988,2143.49,17.79529646,375.2,46.24664179,277.03,18.87149406,,,2671.4,5.520056899,,,,
50th week of 1988,2150.71,17.73220006,375.8,46.17120809,276.29,18.92471678,,,2629.1,5.624959111,,,,
51th week of 1988,2168.93,17.57484105,377.3,45.98367347,277.87,18.81142261,,,2656.6,5.556380336,,,,
52th week of 1988,2168.57,17.57792462,381.4,45.47860514,277.72,18.822123,,,2687.4,5.481238372,,,,
01th week of 1989,2194.29,17.36016661,384.7,45.07990642,280.67,18.61378131,,,2766.7,5.295471139,,,,
02th week of 1989,2226.07,17.09805172,387.1,44.79421338,283.87,18.39267975,,,2844,5.124360056,,,,
03th week of 1989,2235.36,17.02283748,391.7,44.25642073,286.63,18.20594495,,,2897.9,5.010448946,,,,
04th week of 1989,2322.86,16.34393377,398,43.54005025,293.82,17.73596079,,,2957,4.890321272,,,,
05th week of 1989,2331.25,16.28151421,406.4,42.61943898,296.97,17.53722598,,,3106,4.607752737,,,,
06th week of 1989,2286.07,16.62305179,402.4,43.05303181,292.02,17.85144853,,,3184.2,4.470033289,,,,
07th week of 1989,2324.82,16.32931152,407.2,42.53374263,296.76,17.55034371,,,3106.3,4.607211152,,,,
08th week of 1989,2245.54,16.9411322,400,43.31735,287.13,18.17250026,,,3114.2,4.592986963,,,,
09th week of 1989,2274.29,16.71433282,404,42.87856436,291.18,17.90583144,,,3056.6,4.698383825,,,,
10th week of 1989,2282.14,16.65339988,405.9,42.67317073,292.88,17.79609396,,,3046.8,4.716712617,,,,
11th week of 1989,2292.14,16.57638277,402.2,43.07493784,292.69,17.80829547,,,3136.9,4.552513628,,,,
12th week of 1989,2243.04,16.96112865,400.9,43.21785982,288.98,18.04976123,,,3049.6,4.711463799,,,,
13th week of 1989,2293.62,16.56504129,406.7,42.58726334,294.87,17.66924407,,,3005,4.796232945,,,,
14th week of 1989,2304.8,16.47983773,410.7,42.16274653,297.16,17.52537354,,,3024.1,4.759624351,,,,
15th week of 1989,2337.06,16.23855186,417.7,41.43940627,301.36,17.26718874,,,3082.7,4.650137866,,,,
16th week of 1989,2409.46,15.72056394,423.8,40.8285512,309.61,16.78043345,,,3109.2,4.601981217,,,,
17th week of 1989,2418.8,15.65599884,427.6,40.45682881,309.64,16.77871076,,,3116,4.589756098,,,,
18th week of 1989,2381.96,15.91360476,430.7,40.15843975,307.61,16.89603719,,,3262.9,4.338098011,,,,
19th week of 1989,2439.7,15.51331311,434.8,39.77033119,313.84,16.54078511,,,3278.4,4.312859932,,,,
20th week of 1989,2501.1,15.10792451,442.1,39.09712735,321.24,16.13672021,,,3145.6,4.537156663,,,,
21th week of 1989,2493.77,15.15527094,445.2,38.81792453,321.59,16.11806959,,,2765.7,5.297747406,,,,
22th week of 1989,2517.83,15.00089363,451.6,38.25363153,325.52,15.91140329,,,2675.4,5.510308739,,,,
23th week of 1989,2513.42,15.0289685,453.7,38.07194181,326.69,15.85083719,,,2268.4,6.678398871,,,,
24th week of 1989,2486.38,15.20328751,447.2,38.63984794,321.35,16.13085421,,,2342.4,6.435826503,,,,
25th week of 1989,2531.87,14.91216374,448.4,38.5337645,328,15.78353659,,,2219,6.849337539,,,,
26th week of 1989,2440.06,15.51087678,435.3,39.72350103,317.98,16.31240959,,,2273.9,6.659826729,,,,
27th week of 1989,2487.86,15.19364836,442.4,39.06993671,324.91,15.94315349,,,2375.9,6.330981944,,,,
28th week of 1989,2554.82,14.76922445,448.9,38.48973045,331.84,15.58932015,,,2516.1,5.922491157,,,,
29th week of 1989,2607.36,14.45146432,449.3,38.45457378,335.9,15.38880619,,,2495.69,5.979103975,,,,
30th week of 1989,2635.24,14.28799274,452.8,38.14960247,342.15,15.08943446,,,2526.8,5.893177141,,,,
31th week of 1989,2653.45,14.18307486,457.4,37.75588107,343.92,15.00662945,,,2579.1,5.753394595,,,,
32th week of 1989,2683.99,14.010313,462.5,37.32851892,344.74,14.96855601,,,2613.4,5.664758552,,,,
33th week of 1989,2687.97,13.98808766,462,37.37,346.03,14.90902523,,,2573.19,5.768905522,,,,
34th week of 1989,2732.36,13.74459076,466.8,36.97544987,350.52,14.70523793,,,2516.8,5.920565798,,,,
35th week of 1989,2752.09,13.63888536,471.3,36.61285805,353.73,14.56271733,,,2508.9,5.942357208,,,,
36th week of 1989,2709.54,13.86877108,471.3,36.61285805,348.76,14.78449363,,,2620.6,5.646447378,,,,
37th week of 1989,2674.58,14.06312393,467.6,36.91047904,345.06,14.95374717,,,2612.8,5.666289039,,,,
38th week of 1989,2681.61,14.02363506,468.1,36.86998505,347.05,14.86226768,,,2706.4,5.435737511,,,,
39th week of 1989,2692.82,13.96109283,472.9,36.48559949,349.15,14.76686238,,,2758.2,5.314872018,,,,
40th week of 1989,2785.52,13.46319897,483.6,35.65620347,358.78,14.34366464,,,2826.2,5.16293256,,,,
41th week of 1989,2569.26,14.68059675,467.3,36.93481703,333.65,15.49932564,,,2782.3,5.260173238,,,,
42th week of 1989,2689.14,13.9815666,470.7,36.66080306,347.16,14.85724162,,,2704,5.441449704,,,,
43th week of 1989,2596.72,14.51477633,452.8,38.14960247,335.06,15.42989315,,,2668,5.528365817,,,,
44th week of 1989,2629.51,14.32130701,453,38.13231788,337.62,15.30531367,,,2739.8,5.357281553,,,,
45th week of 1989,2625.61,14.34406481,456.2,37.85782552,339.1,15.23414922,,,2776.9,5.272346862,,,,
46th week of 1989,2652.66,14.1875966,456.7,37.81528356,341.61,15.11486783,,,2804.3,5.211061584,,,,
47th week of 1989,2675.55,14.05766291,456.6,37.82378449,343.97,15.0043027,,,2808.5,5.201773189,,,,
48th week of 1989,2747.65,13.66254072,457.1,37.781317,350.63,14.70031087,,,2756.9,5.317849759,,,,
49th week of 1989,2731.44,13.74955701,456.2,37.85782552,348.69,14.78766239,,,2754.1,5.324272902,,,,
50th week of 1989,2739.55,13.7058933,443.8,38.94353312,350.14,14.72228252,,,2896.6,5.013146448,,,,
51th week of 1989,2711.39,13.85862602,444.6,38.87165992,347.42,14.84537447,,,2921,4.962916809,,,,
52th week of 1989,2753.2,13.63298344,454.8,37.97744063,353.4,14.57724958,,,2836.6,5.140337023,,,,
01th week of 1990,2773.25,13.52719012,458.2,37.68821475,352.2,14.63032368,,,2839.9,5.133201873,,,,
02th week of 1990,2689.21,13.98117663,439.7,39.31598817,339.93,15.19451063,,,2835,5.143802469,,,,
03th week of 1990,2677.9,14.04444901,440.9,39.20625992,339.15,15.23175586,,,2776.3,5.27370241,,,,
04th week of 1990,2559.23,14.74205132,421.3,41.0767624,325.8,15.89686924,,,2768.9,5.290469139,,,,
05th week of 1990,2602.7,14.47912937,422.2,40.98706774,330.92,15.63544059,,,2736.6,5.36471534,,,,
06th week of 1990,2648.2,14.21317499,428.8,40.34081157,333.62,15.5008093,,,2893.9,5.018756695,,,,
07th week of 1990,2635.59,14.28596254,429,40.32153846,332.72,15.54544362,,,2939.3,4.925791855,,,,
08th week of 1990,2564.19,14.71160093,419.5,41.25730632,324.15,15.9828783,,,2894.3,5.017924887,,,,
09th week of 1990,2660.36,14.14363845,431,40.12979118,335.54,15.4063897,,,2937,4.930432414,,,,
10th week of 1990,2683.33,14.01400499,436.8,39.58365385,337.93,15.29035599,,,2912,4.981346154,,,,
11th week of 1990,2741.22,13.69693421,442.2,39.0880597,341.91,15.10072826,,,2886,5.035232155,,,,
12th week of 1990,2704.28,13.89769181,437.3,39.53725131,337.22,15.32465453,,,2974,4.856650975,,,,
13th week of 1990,2707.21,13.88156811,435.5,39.70479908,339.94,15.19403424,,,2997,4.811705038,,,,
14th week of 1990,2717.12,13.8272914,430.9,40.13933627,340.08,15.18736768,,,2956,4.892313938,,,,
15th week of 1990,2751.8,13.64042808,436.3,39.63016273,344.34,14.98710577,,,2995,4.815585977,,,,
16th week of 1990,2695.95,13.94372299,425.8,40.63208079,335.12,15.42695154,,,3067,4.679060972,,,,
17th week of 1990,2645.05,14.23129241,418,41.40894737,329.11,15.72693021,,,2986,4.833114534,,,,
18th week of 1990,2710.36,13.86427264,428.6,40.36010266,338.39,15.26821124,,,2946,4.912315003,,,,
19th week of 1990,2801.58,13.38028898,438.1,39.46322757,352,14.63920455,,,2960,4.884351351,,,,
20th week of 1990,2819.91,13.28681412,448.3,38.54258309,354.64,14.52278367,,,2925,4.954762393,,,,
21th week of 1990,2820.92,13.28169888,453.7,38.07194181,354.58,14.52541034,,,3059,4.693913043,,,,
22th week of 1990,2900.97,12.88760656,462.1,37.3616966,363.16,14.15860778,,,3159,4.513668883,,,,
23th week of 1990,2862.38,13.07483633,460.9,37.46157518,358.71,14.34665886,,,3174,4.487611846,,,,
24th week of 1990,2935.89,12.72242489,467.6,36.91047904,362.91,14.16905018,,,3201,4.441324586,,,,
25th week of 1990,2857.18,13.10045219,459.3,37.59555846,355.43,14.4882818,,,3250,4.359286154,,,,
26th week of 1990,2880.69,12.98537503,462.3,37.34510058,358.02,14.37623596,,,3278,4.313508237,,,,
27th week of 1990,2904.95,12.86857949,460.5,37.49498371,358.42,14.35907594,,,3357,4.188465892,,,,
28th week of 1990,2980.2,12.51839809,468.4,36.84573015,367.31,13.98734039,,,3507,3.966546906,,,,
29th week of 1990,2961.14,12.6054121,455.3,37.9346365,361.61,14.22358342,,,3540,3.920248588,,,,
30th week of 1990,2898.51,12.89939314,442.6,39.05183009,353.44,14.57548665,,,3485,3.99789957,,,,
31th week of 1990,2809.65,13.33898528,417.5,41.45973653,344.86,14.96299948,,,3356,4.190011919,,,,
32th week of 1990,2716.58,13.83023876,408,42.44838235,335.52,15.40736767,,,3078,4.658765432,,,,
33th week of 1990,2644.8,14.23273215,393.5,44.0494028,327.83,15.79223988,,,3122,4.579013453,,,,
34th week of 1990,2532.92,14.90556749,367.3,47.26283692,311.51,16.67198485,,,2918,4.969047293,,,,
35th week of 1990,2614.36,14.41009272,381.2,45.50299056,322.56,16.06659226,,,3087,4.642267574,,,,
36th week of 1990,2619.55,14.37956138,380.4,45.60078864,323.4,16.02226345,,,3047,4.716337381,,,,
37th week of 1990,2564.11,14.71209113,374.4,46.34759615,316.83,16.37524856,,,3062,4.688334422,,,,
38th week of 1990,2512.38,15.03560369,362.3,47.9288987,311.32,16.68277014,,,2931,4.942572501,,,,
39th week of 1990,2452.48,15.42726138,344.5,50.45701016,306.05,16.98725698,,,2760,5.310753623,,,,
40th week of 1990,2510.64,15.04671717,347.4,50.02746114,311.5,16.67255217,,,2850,5.111466667,,,,
41th week of 1990,2398.02,15.80033111,327.6,53.11153846,300.03,17.34816518,,,2915,4.975190395,,,,
42th week of 1990,2520.79,14.98210482,337.4,51.53983402,312.48,16.6171275,,,2991,4.823363424,,,,
43th week of 1990,2436.14,15.53744448,334.4,52.01118421,304.71,17.06635818,,,3050,4.710714754,,,,
44th week of 1990,2490.84,15.17427454,336.5,51.68035661,311.85,16.65271765,,,2978,4.848784419,,,,
45th week of 1990,2488.61,15.18876803,342,50.83315789,313.74,16.54637598,,,2932,4.940545703,,,,
46th week of 1990,2550.25,14.7974826,350.9,49.5184953,317.12,16.35935923,,,3008,4.790452128,,,,
47th week of 1990,2527.23,14.94137851,349,49.79352436,315.1,16.47064424,,,3016,4.775092838,,,,
48th week of 1990,2559.65,14.73946829,359.1,48.36491228,322.22,16.08460058,,,2965,4.874428331,,,,
49th week of 1990,2590.1,14.55443033,371.5,46.71720054,327.75,15.79633867,,,3163,4.506696175,,,,
50th week of 1990,2593.81,14.53218239,368.8,47.06654013,326.82,15.84413439,,,3125,4.5736576,,,,
51th week of 1990,2633.66,14.2971644,373.6,46.44898287,331.75,15.59382065,,,3079,4.656927574,109.13,26.32804912,,
52th week of 1990,2629.21,14.32305521,371.2,46.75576509,328.72,15.74677537,,,3057,4.697638207,126.45,22.58489522,,
00th week of 1991,2566.09,14.69996766,367.2,47.27598039,321,16.14953271,,,3046,4.718214051,131.44,21.68951613,,
01th week of 1991,2501.49,15.10541317,361.8,47.99651741,315.23,16.46343939,,,3058,4.695775016,134.6,21.15683507,,
02th week of 1991,2646.78,14.22133687,377,46.02106101,332.23,15.56984619,,,3072,4.669817708,134.24,21.21625447,,
03th week of 1991,2659.41,14.1490481,394.3,43.95800152,336.07,15.38051596,,,3206,4.432838428,132.05,21.58470276,,
04th week of 1991,2730.69,13.75360806,417.7,41.43940627,343.05,15.04722344,,,3223,4.404182439,129.51,22.02764265,,
05th week of 1991,2830.69,13.23240623,436.8,39.58365385,359.35,14.31932656,,,3359,4.1853766,130.38,21.87398374,,
06th week of 1991,2934.65,12.72822313,448.7,38.50733229,369.06,13.91627378,,,3412,4.104830012,132.53,21.502905,,
07th week of 1991,2889.36,12.94340961,449,38.48093541,365.65,14.05538083,,,3475,4.012282014,134.87,21.11247868,,
08th week of 1991,2909.9,12.8449878,456.7,37.81528356,370.47,13.85950279,,,3552,3.903626126,132.53,21.502905,,
09th week of 1991,2955.2,12.6327592,475.11,36.31123319,374.95,13.68195759,,,3653,3.76804818,129.88,21.96204188,,
10th week of 1991,2948.27,12.66480343,466.29,37.01698514,373.59,13.73540512,,,3722,3.679656099,125.17,22.82607654,,
11th week of 1991,2858.91,13.09191965,464.15,37.19226543,367.48,13.9804071,,,3716,3.687212056,122.62,23.32156255,,
12th week of 1991,2913.86,12.82617216,482.3,35.75500726,375.22,13.67139278,,,3745,3.650915888,120.19,23.81329562,,
13th week of 1991,2896.78,12.90769406,495.79,34.75493657,375.36,13.66592072,,,3849,3.525248116,121.54,23.53768307,,
14th week of 1991,2920.79,12.79336755,501.62,34.33938041,380.4,13.47160883,,,3742,3.654644575,119.21,24.01728043,,
15th week of 1991,2965.59,12.58499658,501.19,34.36970011,384.2,13.32847475,,,3667,3.74984456,117.08,24.47241203,,
16th week of 1991,2912.38,12.83319828,494.64,34.83806405,379.02,13.52429951,,,3625,3.804877241,115.56,24.80745933,,
17th week of 1991,2938.86,12.70855706,492.1,35.0230441,380.8,13.45640756,,,3737,3.660872358,112.41,25.53064674,,
18th week of 1991,2920.17,12.79629611,493.42,34.92667504,375.74,13.65108852,,,3750,3.644714667,108.53,26.47913019,,
19th week of 1991,2886.63,12.95659645,481.38,35.8252524,372.39,13.78288891,,,3882,3.48678001,106.75,26.93733021,,
20th week of 1991,2913.91,12.82593491,492.67,34.98136684,377.49,13.58316777,,,3703,3.703667297,110.08,26.09220567,,
21th week of 1991,3027.5,12.30719405,506.11,34.02586394,389.83,13.12154016,,,3707,3.698591853,114.83,24.97152312,,
22th week of 1991,2976.74,12.53411114,498.54,34.55770851,379.43,13.50860501,,,3637,3.789023921,120.47,23.75562381,,
23th week of 1991,3000.45,12.42716259,495.07,34.80693639,382.29,13.40006278,,,3639,3.786391866,124.53,22.94852646,,
24th week of 1991,2965.56,12.58513401,485.82,35.48869952,377.75,13.57313038,,,3565,3.885744741,130.86,21.790081,,
25th week of 1991,2906.75,12.8599914,475.92,36.24773071,371.16,13.83187844,,,3668,3.748549618,137.56,20.68006688,,
26th week of 1991,2932.47,12.7384287,474.05,36.39466301,374.08,13.71610351,,,3892,3.475251799,135.96,20.93520153,,
27th week of 1991,2980.77,12.51581303,492.71,34.97844574,380.25,13.47731755,,,3915,3.448960409,132.8,21.45715361,,
28th week of 1991,3016.32,12.35651721,497.55,34.62845945,384.22,13.32772891,,,4009,3.34464455,136.69,20.81805545,,
29th week of 1991,2972.5,12.55341632,492.69,34.97990623,380.93,13.45147402,,,4031,3.320932771,140.66,20.20226077,,
30th week of 1991,3006.26,12.4012128,505.67,34.05634109,387.18,13.21819309,,,4059,3.291125893,146.68,19.33208345,,
31th week of 1991,2996.2,12.44620853,508.31,33.87426964,387.12,13.22039678,,,4024,3.328449304,154.1,18.35308241,,
32th week of 1991,2968.02,12.57387417,512.47,33.59117607,385.58,13.2771928,,,4063,3.286901304,161.6,17.45488861,,
33th week of 1991,3040.25,12.25138722,521.06,33.0209189,394.17,12.96605526,,,4021,3.331678687,169.81,16.56262882,,
34th week of 1991,3043.6,12.23680181,525.68,32.72192208,395.43,12.92155375,,,3998,3.356598299,178.43,15.71417363,,
35th week of 1991,3011.63,12.37731727,516.94,33.29206484,389.1,13.14803392,,,3970,3.387324937,187.36,14.91753843,,
36th week of 1991,2985.69,12.49354086,516.71,33.30732906,383.59,13.35126046,,,3974,3.382908908,187.79,14.88109058,,
37th week of 1991,3019.23,12.34364391,527.19,32.62533432,387.92,13.19107032,,,3910,3.454649616,185.92,15.04082401,,
38th week of 1991,3006.04,12.40219358,524.48,32.79907718,385.9,13.26535372,,,3938,3.42297613,181.82,15.40254097,,
39th week of 1991,2961.76,12.60256402,520.4,33.0640661,381.25,13.43934426,,,4067.7,3.28194803,184.29,15.18270118,,
40th week of 1991,2983.68,12.50263098,519.05,33.15266352,381.45,13.4317735,,,4018,3.334912892,192.85,14.46440239,,
41th week of 1991,3077.15,12.09248168,538.9,31.89467434,392.5,13.02547771,,,4015.9,3.337179711,202.51,13.72672954,,
42th week of 1991,3004.92,12.40718888,525.13,32.75724106,384.2,13.32847475,,,3971.9,3.385226214,211.86,13.076796,,
43th week of 1991,3056.35,12.18158261,540.93,31.77122733,391.32,13.06777062,,,4037.8,3.313655951,220.72,12.51173432,,
44th week of 1991,3045.62,12.22802254,548.08,31.34370895,392.89,13.0115554,,,4236.6,3.111240145,231.22,11.89814895,,
45th week of 1991,2943.2,12.68834262,531.29,32.3658454,382.62,13.38764309,,,4271.3,3.07784047,238.25,11.51756558,,
46th week of 1991,2902.73,12.87918615,526.46,32.67195988,376.14,13.63550806,,,4243.1,3.104942141,248.53,10.99979882,,
47th week of 1991,2894.68,12.91778366,523.9,32.83649551,375.22,13.67139278,,,4149.8,3.197233602,259.6,10.48809707,,
48th week of 1991,2886.4,12.95770856,536.3,32.0541488,379.1,13.5212345,,,4190,3.1569642,269.35,10.072248,,
49th week of 1991,2914.36,12.82380008,540.9,31.77304493,384.47,13.31841236,,,4155.5,3.191476357,277,9.766462094,,
50th week of 1991,2934.48,12.72901843,535.76,32.08746454,387.04,13.22333609,,,4142.6,3.204528557,282.83,9.544532051,,
51th week of 1991,3101.52,11.98960832,565.71,30.33573739,406.46,12.54376814,,,4236.2,3.111628346,290.85,9.253773423,,
00th week of 1992,3201.48,11.58403301,592.65,28.91131359,419.34,12.12777221,,,4307.1,3.043946043,296.52,9.057702684,,
01th week of 1992,3199.46,11.59197802,615.7,27.79152185,415.1,12.26186461,,,4348.89,3.005086355,301.83,8.880760693,,
02th week of 1992,3264.98,11.33928845,626.85,27.27939698,418.86,12.14281622,,,4454.89,2.909789018,307.38,8.702355391,,
03th week of 1992,3232.78,11.46219353,624.68,27.37763335,415.48,12.24973525,,,4600.1,2.786369862,309.05,8.649927196,,
04th week of 1992,3223.39,11.49849692,620.21,27.58215766,408.78,12.46690151,,,4601.8,2.784971098,313.24,8.520846635,,
05th week of 1992,3225.4,11.49070813,634.95,26.91863926,411.09,12.3912282,,,4711.39,2.696930205,314.72,8.476073971,,
06th week of 1992,3245.97,11.4115534,636.43,26.85371526,412.48,12.34610163,,,4772.3,2.649745406,319.68,8.329047798,,
07th week of 1992,3280.19,11.28207208,629.75,27.14917031,411.43,12.38016187,,,4736.5,2.677331363,359.59,7.293639979,,
08th week of 1992,3267.67,11.32913054,633.47,26.98386664,412.7,12.33898716,,,4929.1,2.533643059,364.66,7.1783305,,
09th week of 1992,3221.6,11.5054414,615.95,27.77983603,404.44,12.61141331,,,4908.89,2.548191139,371.76,7.022137938,,
10th week of 1992,3235.91,11.45013922,618.62,27.65562057,405.84,12.5644589,,,5071.2,2.434626913,376.38,6.92366757,,
11th week of 1992,3276.39,11.29631698,624.28,27.39581598,411.3,12.38439096,,,5015.8,2.472562702,377.99,6.889917723,,
12th week of 1992,3231.44,11.4673613,604.67,28.31671821,403.5,12.64312268,,,5007.6,2.478249061,380.77,6.83231347,,
13th week of 1992,3249.11,11.39955865,590.01,29.04515178,401.55,12.70937617,,,4916.7,2.542554966,381.33,6.820811371,,
14th week of 1992,3255.37,11.37571459,584.24,29.34188005,404.29,12.61646343,,,4921.1,2.539387535,382.03,6.806481166,,
15th week of 1992,3366.5,10.9671855,591.81,28.95376895,416.04,12.23190078,,,5082.7,2.426855805,414.42,6.196346701,,
16th week of 1992,3324.46,11.1185185,572.89,29.94300826,409.02,12.45899956,,,5330.2,2.267734794,414.4,6.196694015,,
17th week of 1992,3336.09,11.07627192,578.14,29.66201958,412.53,12.34448404,,,5484.2,2.175974618,445.38,5.696102205,,
18th week of 1992,3369.41,10.95685001,585.76,29.26314532,416.05,12.23158274,,,5608.2,2.105752291,468.11,5.370959817,,
19th week of 1992,3353.09,11.01504582,574.43,29.86005257,410.09,12.42388256,,,5704.5,2.053322815,544.35,4.478662625,,
20th week of 1992,3386.77,10.89556126,580.3,29.54788902,414.02,12.29645911,,,5859.7,1.972452515,1339.99,1.225621087,,
21th week of 1992,3396.88,10.86015697,585.31,29.28641233,415.35,12.25388227,,,6080.2,1.864655768,1234.71,1.415393088,,
22th week of 1992,3398.69,10.85384074,585.43,29.28020429,413.48,12.31382413,,,6035.8,1.885728487,1105.76,1.69706808,,
23th week of 1992,3354.36,11.01049679,569.52,30.12610619,409.76,12.43469348,,,5819.1,1.993191387,1171.71,1.545262906,,
24th week of 1992,3285.35,11.26278174,554.2,30.98653916,403.67,12.63737707,,,5787.6,2.009482342,1171.94,1.544763384,,
25th week of 1992,3282.41,11.27376531,547.84,31.35787821,403.45,12.64481348,,,6113.1,1.849238521,1164.67,1.560648081,,
26th week of 1992,3330.29,11.09730384,563.35,30.46700985,411.77,12.36911383,,,6061.9,1.87330375,1189.16,1.507913149,,
27th week of 1992,3330.56,11.09632314,567.8,30.22039451,414.62,12.27721769,,,5981.4,1.911973785,1188.6,1.509094733,,
28th week of 1992,3331.64,11.09240194,570.52,30.07154876,415.62,12.24527212,,,6128.1,1.842264323,1125.56,1.649623299,,
29th week of 1992,3285.71,11.26143817,565.61,30.34127756,411.6,12.37463557,,,5772.8,2.017197894,1142.02,1.611434125,,
